CommentID,PostID,UserID,ParentCommentID,Content,CreatedAt,UpdatedAt
1583,41,f1c8d0c6-0d8a-4442-87f3-76a3350c696f,232,Bạn @nga.bui96 có thể chia sẻ thêm về chi phí được không?,2025-10-09 10:39:04,
1142,17,cbfb55b3-3380-4ef8-951b-8cb61c37e9d6,990,"Pin của máy này đúng là một điểm trừ lớn, @trung.phan13 ạ.",2025-01-29 20:53:30,2025-06-22 11:26:54
571,25,4f196b62-051a-4252-8f90-3f551a46764a,,Lãi suất tiết kiệm dạo này có vẻ không hấp dẫn lắm.,2025-02-22 16:17:12,2025-09-05 12:19:56
526,41,6f3311a2-30ea-47fc-816b-00a60a5793c2,477,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2025-07-20 22:19:38,2025-10-08 16:28:41
1024,4,6c2b17dc-1858-4419-8276-6599c7b6ed41,177,"Tôi đồng ý với @giang.ho49, giai đoạn này nên cẩn trọng.",2024-02-08 06:04:09,2024-06-27 19:57:06
476,41,068eab4c-e244-4067-a25b-5c39c4243335,193,"Tôi đồng ý với @trang.ho69, giai đoạn này nên cẩn trọng.",2024-11-21 17:16:57,2025-01-03 08:42:33
1396,5,e82426f4-ca2c-44a2-9725-ed860ac12326,1120,"@trung.duong7, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-10-08 23:05:01,2025-10-11 08:17:00
1444,27,9d4cf3d6-6e24-4b32-a470-d1c9d7ee29a5,,Hè này nên đi biển nào đẹp mà vắng người nhỉ?,2023-05-31 01:49:38,2024-08-17 05:02:41
236,3,45d67185-7732-46ce-b99c-93197a66fb41,,Mẫu điện thoại mới ra mắt có đáng tiền không?,2025-03-03 23:00:13,
1781,1,c3b6ca30-981d-4d63-b9e6-bebe433bb0c1,36,"Mình không nghĩ vậy, @khanh.tran16. Phong độ của họ khá thất thường.",2024-05-03 08:19:57,2025-06-24 03:49:26
1756,27,c22e109c-a0b9-4658-9be1-5cb534b5abdd,1310,"Cảm ơn chia sẻ của @ngoc.ho30, rất hữu ích cho người mới như mình.",2025-04-17 09:53:29,2025-05-19 21:50:05
213,34,da97631f-a81c-4c05-b568-75b060d3146c,87,"@quan.ly33 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2024-10-03 00:55:02,2024-12-08 06:03:23
534,28,72d7d5d0-90ce-45d6-aff6-594b45892680,,Trận đấu tối qua mãn nhãn thật sự!,2022-11-17 11:11:57,2025-03-20 11:36:20
1231,11,97f9eaea-801b-44c2-99d2-119882ed170a,606,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2025-09-30 09:58:50,2025-10-05 11:15:33
990,17,090e12ce-980c-4f11-8812-340313f78ed0,336,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2024-11-22 14:31:45,2025-04-29 00:32:46
305,18,345fa40b-a3ba-4e25-9f11-e2887cfbfacb,,AI đang thay đổi thế giới nhanh hơn chúng ta tưởng.,2025-01-23 21:09:57,2025-08-25 18:54:31
69,5,6fa3fa03-a468-4ae0-8789-2f0d52493a6a,47,"Pin của máy này đúng là một điểm trừ lớn, @cuong.do38 ạ.",2025-09-19 12:43:46,2025-10-03 19:09:16
1616,36,0b5b8c26-f5e6-4918-94b6-97cb81144a1e,1405,"Mình cũng từng đến đó, cảnh đẹp thực sự nhưng dịch vụ chưa tốt lắm.",2025-09-10 06:47:34,2025-09-24 15:09:16
570,50,4f196b62-051a-4252-8f90-3f551a46764a,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2024-05-15 00:53:03,2024-08-19 01:30:06
1804,4,4468bf7b-945c-46a2-a3dc-a29b8c8a0171,1286,"Pin của máy này đúng là một điểm trừ lớn, @giang.ho44 ạ.",2025-06-07 19:03:18,
1112,25,be74f3ec-3189-4022-b23f-1e59efe4bf85,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2023-11-02 14:48:01,
1548,36,d0ae899a-a47e-40e7-a1d6-d1535cd14050,,"Có ai có kinh nghiệm đầu tư vàng không, chia sẻ cho mình với!",2021-12-28 16:52:41,2025-03-04 17:00:33
815,14,cb00707d-f5d5-4eda-883a-0e9c5fc13d05,,Hè này nên đi biển nào đẹp mà vắng người nhỉ?,2021-07-29 10:26:13,2023-11-09 13:46:48
1367,5,981e5ea6-b2ae-4aad-a217-f3999a1eca3b,,"Có ai có kinh nghiệm đầu tư vàng không, chia sẻ cho mình với!",2024-12-21 12:52:35,2025-02-12 10:58:11
432,14,74634cae-680b-4d85-bab8-9a9062fc4ee0,220,"Cảm ơn chia sẻ của @phong.bui21, rất hữu ích cho người mới như mình.",2025-10-12 11:13:00,
1712,45,470e881c-26f1-4872-8ce1-f347784a6267,,Mẫu điện thoại mới ra mắt có đáng tiền không?,2021-04-04 02:20:21,2023-01-29 13:17:35
812,24,cb00707d-f5d5-4eda-883a-0e9c5fc13d05,574,"@an.nguyen54, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-08-23 18:53:14,2025-09-23 19:47:08
331,48,2d377520-e359-48c2-b2d6-cf0de98f9cce,,Mình đang tìm review chi tiết về chuyến đi Hà Giang.,2023-07-12 03:51:22,2025-05-26 20:42:12
767,41,71559a06-dc20-4bd6-a856-b7d3dfc7342c,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2025-06-22 00:23:40,2025-09-28 19:15:11
311,23,a2d5e807-e029-498a-b712-cff822988c18,134,Hoàn toàn đồng ý với @uyen.hoang77. Tiềm năng của AI là vô hạn.,2022-05-20 16:32:37,2025-07-29 23:32:05
549,32,1ebf4471-9f75-4659-9a9d-92b65442f2cf,439,"@ngoc.hoang46 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2024-10-26 11:39:20,2025-04-04 08:15:58
1577,50,dcc6fec8-9b34-4630-b0c0-58473b4b05d3,,Mình đang tìm review chi tiết về chuyến đi Hà Giang.,2022-09-13 12:16:38,
62,44,6eed39c9-83b8-43e6-95ab-83c9625e1bf8,,Mình đang tìm review chi tiết về chuyến đi Hà Giang.,2021-03-20 21:04:21,2023-06-25 14:24:24
348,12,2ce01aad-5a0e-481d-b48c-382fe9a44381,94,Hoàn toàn đồng ý với @linh.nguyen73. Tiềm năng của AI là vô hạn.,2025-10-12 05:12:02,
1697,17,9fd87b6b-e1d6-4866-80a8-81acf6f4f257,1,"@thao.tran50 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-10-05 07:50:55,2025-10-10 20:55:30
1530,18,b76402a1-b85b-40a3-b858-c954f5f0c5a6,915,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2024-05-06 06:08:56,
1663,3,665e29a7-8bc4-4988-b103-40afcf4bde3a,,Ai có kinh nghiệm du lịch một mình không?,2024-10-03 21:46:39,2025-02-09 18:46:59
1947,39,9f477750-6d9d-45b4-86d3-cd04ac98795e,1413,"Cảm ơn chia sẻ của @anh.vu42, rất hữu ích cho người mới như mình.",2025-03-19 22:15:31,2025-07-25 18:46:49
823,9,b2b47876-8099-4ce4-b666-44e60cfc9229,322,"Pin của máy này đúng là một điểm trừ lớn, @giang.pham59 ạ.",2025-07-06 11:57:32,2025-10-10 02:31:58
1836,46,adece442-cc7e-40b7-9e85-f0c1817b849e,1761,"Cảm ơn chia sẻ của @lan.ngo57, rất hữu ích cho người mới như mình.",2025-06-25 11:51:37,2025-09-05 17:54:25
955,13,46d3ff51-b202-4f17-8491-52deeea23be1,650,"Pin của máy này đúng là một điểm trừ lớn, @phuc.ngo62 ạ.",2025-10-11 20:24:01,
751,18,181e93bd-2cf4-4783-b681-9742ec263146,469,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2025-09-27 11:28:12,2025-10-10 05:27:48
1842,7,199e9964-4bd3-4256-9712-80cbec5f60e5,664,Bạn @thang.duong74 có thể chia sẻ thêm về chi phí được không?,2025-09-29 13:25:16,2025-10-05 07:49:35
837,35,9337146c-7a85-4297-93f9-527dae26627c,,Trận đấu tối qua mãn nhãn thật sự!,2024-01-10 13:24:01,2025-10-06 23:21:23
1131,28,461f4df7-ebed-4c69-8f17-2db9e68af074,1048,"Tôi đồng ý với @yen.pham41, giai đoạn này nên cẩn trọng.",2024-08-25 18:26:04,2025-06-29 05:02:16
1790,34,7afacbe8-4df4-46b9-a1f3-945294431bb0,596,Hoàn toàn đồng ý với @son.ly57. Tiềm năng của AI là vô hạn.,2025-09-27 23:20:59,2025-09-28 10:06:21
1272,35,67110453-c058-44ab-9f08-5c921b596755,105,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2024-11-22 10:26:04,2025-01-05 00:05:12
525,43,43447286-19ba-4680-a442-17e7e6baaed6,6,"@thao.tran50, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-05-17 13:56:15,
1068,49,7c920e25-1bed-4916-9eb7-ec3877f257d3,337,"Cảm ơn chia sẻ của @viet.huynh65, rất hữu ích cho người mới như mình.",2025-10-04 13:51:49,2025-10-09 03:57:42
744,38,4a94fc33-9f2a-4411-946b-36e55744c86a,498,"@nga.nguyen17, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-03-22 14:46:57,2025-09-28 20:50:03
1669,19,665e29a7-8bc4-4988-b103-40afcf4bde3a,528,"Pin của máy này đúng là một điểm trừ lớn, @an.huynh79 ạ.",2025-08-20 23:49:41,2025-09-06 11:07:56
1282,22,fa374107-8ef3-4371-94d5-29decd2b8e52,,Mọi người nghĩ sao về thị trường chứng khoán tuần tới?,2024-03-02 13:54:59,
975,25,c1788a35-25d3-489c-a121-2a0c0cea43aa,,Trận đấu tối qua mãn nhãn thật sự!,2024-09-17 23:55:14,2025-04-06 17:01:04
1431,32,dd030d04-62d8-4be3-b442-614741d98e47,1114,Chính xác! Lối chơi của đội bóng này quá thuyết phục.,2025-04-01 03:12:41,2025-06-01 10:48:34
1182,2,c989f043-1fda-49c3-80df-f91cbb2c9778,964,"Pin của máy này đúng là một điểm trừ lớn, @thanh.dang25 ạ.",2025-09-27 15:20:42,2025-10-05 03:15:07
452,36,3d597ea0-7f18-489a-8855-e09c59ba9241,,AI đang thay đổi thế giới nhanh hơn chúng ta tưởng.,2022-02-23 09:12:25,
498,38,7ec5de65-3d71-4efc-a56e-49ddf8096a1a,82,"Mình cũng từng đến đó, cảnh đẹp thực sự nhưng dịch vụ chưa tốt lắm.",2024-12-21 03:17:03,2025-06-19 20:53:01
413,20,6d0aaf6e-3dfe-4890-aefb-8bb73af2c068,,Cổ phiếu ngành công nghệ đang dẫn dắt thị trường.,2024-09-01 05:20:08,2025-03-21 18:30:34
881,45,65ff0f55-d26e-426f-99da-abe81fc884b6,104,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2025-05-31 23:45:46,
141,26,730bb91f-fe34-432c-b167-8db8a48c8e7d,80,"@quan.ly33 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2023-03-21 17:22:09,2023-12-01 16:26:45
798,37,ad430d70-4140-4b24-a017-69775e91dccb,788,"Pin của máy này đúng là một điểm trừ lớn, @quan.tran70 ạ.",2025-01-11 23:02:58,
118,26,9fce07f6-a324-4ca3-ba5b-34b8cdf5e772,,Trận đấu tối qua mãn nhãn thật sự!,2023-07-18 18:27:56,2025-03-17 15:32:51
1425,11,f69db992-2925-4862-9f3d-b866bdc7f173,56,"Mình không nghĩ vậy, @nga.phan87. Phong độ của họ khá thất thường.",2025-03-19 02:47:12,
1844,8,199e9964-4bd3-4256-9712-80cbec5f60e5,44,"Pin của máy này đúng là một điểm trừ lớn, @giang.vu12 ạ.",2024-04-05 03:03:01,2024-04-07 15:10:52
346,48,84e33ae0-3e05-49c9-8493-a57f9083ea0f,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2023-11-01 01:54:17,2024-06-18 13:54:58
1831,6,adece442-cc7e-40b7-9e85-f0c1817b849e,,AI đang thay đổi thế giới nhanh hơn chúng ta tưởng.,2023-05-31 15:44:48,2023-10-31 17:07:20
1328,13,4b55fb02-6e30-4507-8188-323d0418e549,191,"Cảm ơn chia sẻ của @trang.ho69, rất hữu ích cho người mới như mình.",2025-10-12 08:37:21,
667,49,b056bf4f-5fca-41ed-a4d6-4e80beeb7d9b,235,Bạn @nga.bui96 có thể chia sẻ thêm về chi phí được không?,2025-09-06 06:14:58,2025-09-15 09:46:06
734,10,6d0ff78f-d123-4e4d-8ad9-f561b7c2bfa1,125,"Tôi đồng ý với @long.pham43, giai đoạn này nên cẩn trọng.",2023-02-21 22:55:15,2023-11-14 12:44:48
458,44,3d597ea0-7f18-489a-8855-e09c59ba9241,335,Bạn @viet.huynh65 có thể chia sẻ thêm về chi phí được không?,2025-04-03 20:42:55,2025-09-23 17:20:57
541,14,72d7d5d0-90ce-45d6-aff6-594b45892680,432,"@tuan.le89 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-10-12 14:01:48,
1157,32,903d2e0b-4282-4864-bf5a-f93fbcb0548d,,Mẫu điện thoại mới ra mắt có đáng tiền không?,2021-03-11 17:57:21,2025-10-07 07:26:34
729,32,6d0ff78f-d123-4e4d-8ad9-f561b7c2bfa1,692,"Pin của máy này đúng là một điểm trừ lớn, @dung.ngo80 ạ.",2025-05-26 07:24:02,2025-10-04 01:44:04
175,24,1d837871-8735-4141-83d9-592d9aef042a,,Ai có kinh nghiệm du lịch một mình không?,2021-03-07 01:01:24,2021-12-21 02:34:06
1517,23,d253c5c7-9841-4c5a-b9b8-e48ccdef41c6,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2023-04-24 08:01:37,2023-11-23 19:17:09
1886,49,5bce3b43-5474-4d71-ac81-8d186e5a2903,235,"@nga.bui96, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-09-01 15:00:07,2025-09-14 13:37:10
564,5,4f196b62-051a-4252-8f90-3f551a46764a,229,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2025-10-11 16:47:21,2025-10-12 09:19:32
1254,8,6f0a44cd-03bc-4d05-89e8-677b1a1c9629,,Cổ phiếu ngành công nghệ đang dẫn dắt thị trường.,2021-01-03 11:17:54,2024-04-11 21:33:45
1828,42,adece442-cc7e-40b7-9e85-f0c1817b849e,1065,Chính xác! Lối chơi của đội bóng này quá thuyết phục.,2025-10-09 07:59:43,2025-10-12 12:54:10
225,39,84f7e735-21d6-4080-a3f7-91c4b1e57446,31,"Pin của máy này đúng là một điểm trừ lớn, @khanh.tran16 ạ.",2025-04-19 22:34:20,
1238,45,97f9eaea-801b-44c2-99d2-119882ed170a,1175,"Cảm ơn chia sẻ của @ngoc.hoang71, rất hữu ích cho người mới như mình.",2025-08-20 10:03:42,2025-09-28 13:19:24
365,8,fc164408-145d-450e-84f6-df51ec926eca,329,"@giang.pham59, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-09-01 08:10:25,2025-10-06 16:16:11
1165,46,a475ef2c-d5c9-48a4-83ef-d04d1595b97e,85,"Pin của máy này đúng là một điểm trừ lớn, @quan.ly33 ạ.",2025-07-27 02:46:13,2025-09-11 22:30:18
1028,27,6c2b17dc-1858-4419-8276-6599c7b6ed41,902,"Cảm ơn chia sẻ của @phuc.ho97, rất hữu ích cho người mới như mình.",2025-07-29 16:22:42,2025-09-25 01:22:54
1532,36,b76402a1-b85b-40a3-b858-c954f5f0c5a6,473,"Cảm ơn chia sẻ của @son.huynh36, rất hữu ích cho người mới như mình.",2025-07-23 14:59:15,2025-09-06 01:14:20
1434,6,baf3ea12-992f-4397-8b59-b2fd97ab99e6,587,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2022-07-06 18:40:36,2023-05-12 14:19:32
1904,15,d965c94d-c07e-41e0-bebc-ef03e65ba249,,Ai có kinh nghiệm du lịch một mình không?,2022-10-04 02:41:36,2023-02-13 11:24:22
1636,50,8dc985de-9394-4139-9ad1-37987eaf5e6a,,Lãi suất tiết kiệm dạo này có vẻ không hấp dẫn lắm.,2023-05-11 00:20:51,
1140,50,cbfb55b3-3380-4ef8-951b-8cb61c37e9d6,,Hè này nên đi biển nào đẹp mà vắng người nhỉ?,2022-02-10 03:20:20,2023-08-28 06:45:18
1953,35,9f477750-6d9d-45b4-86d3-cd04ac98795e,189,"Mình không nghĩ vậy, @trang.ho69. Phong độ của họ khá thất thường.",2025-06-27 21:55:49,
905,9,5d95432f-fd4f-4afe-a9b4-c848100d686f,350,Bạn @cuong.nguyen2 có thể chia sẻ thêm về chi phí được không?,2024-10-25 05:24:43,2025-02-17 22:43:48
16,13,b633242c-be5a-4e15-ac8d-989253896723,,Mẫu điện thoại mới ra mắt có đáng tiền không?,2025-05-10 11:32:08,
1341,41,74c820c9-1b60-47da-ae3d-c78c21166412,767,"@huong.huynh38, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-06-23 10:31:27,2025-08-20 02:50:32
1256,24,6f0a44cd-03bc-4d05-89e8-677b1a1c9629,632,Hoàn toàn đồng ý với @giang.dang12. Tiềm năng của AI là vô hạn.,2025-10-10 01:10:16,2025-10-11 11:37:21
1619,25,0b5b8c26-f5e6-4918-94b6-97cb81144a1e,1006,"Mình không nghĩ vậy, @dung.ho75. Phong độ của họ khá thất thường.",2025-10-07 00:32:34,2025-10-12 10:50:22
316,18,03023a08-98b0-4a9c-9562-584d7c7624c1,28,"Mình không nghĩ vậy, @khanh.tran16. Phong độ của họ khá thất thường.",2025-05-05 01:31:48,2025-06-07 01:32:10
1723,3,052ebf6c-7419-48de-b86d-f5d2ea1b5069,1418,"Tôi đồng ý với @phuong.ly57, giai đoạn này nên cẩn trọng.",2025-02-21 07:59:18,2025-06-29 01:29:54
1093,2,8b62d81c-10ea-4575-8b2e-5f56f3a99119,577,"Cảm ơn gợi ý của @an.huynh62, mình sẽ cân nhắc địa điểm này.",2025-10-12 13:47:25,
157,7,c2b7fb43-1a1f-43be-bb58-459a6035034c,,Trận đấu tối qua mãn nhãn thật sự!,2023-04-21 02:29:51,2025-02-02 09:07:48
1488,4,07f8cbfc-da67-4091-8c29-807a6e51702d,694,"@thang.duong88 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-04-18 09:46:15,2025-10-05 10:05:27
644,36,b8aeaea7-fc15-49e6-9716-0e7a3e47e485,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2025-09-21 01:15:11,2025-10-06 23:48:16
1531,46,b76402a1-b85b-40a3-b858-c954f5f0c5a6,621,"Cảm ơn gợi ý của @minh.hoang39, mình sẽ cân nhắc địa điểm này.",2025-06-06 17:13:59,2025-08-23 12:56:11
1725,14,052ebf6c-7419-48de-b86d-f5d2ea1b5069,755,"Mình không nghĩ vậy, @an.bui13. Phong độ của họ khá thất thường.",2024-08-20 12:43:41,
795,23,ad430d70-4140-4b24-a017-69775e91dccb,489,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2025-06-08 13:50:13,
202,5,f71236dc-e977-45d8-96b4-d2b25a04b364,55,"Tôi đồng ý với @nga.phan87, giai đoạn này nên cẩn trọng.",2025-09-19 15:30:20,2025-10-09 07:09:51
583,22,a47cdb13-8db0-4494-bf08-a08f41f97b02,250,"Cảm ơn gợi ý của @thanh.dang32, mình sẽ cân nhắc địa điểm này.",2025-04-26 17:42:42,2025-08-12 13:36:45
878,49,63ae476b-8130-4f9f-a3b1-94840053357c,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2024-02-13 00:51:43,2025-03-28 11:50:07
1661,50,665e29a7-8bc4-4988-b103-40afcf4bde3a,1236,"Pin của máy này đúng là một điểm trừ lớn, @dung.ho58 ạ.",2025-05-30 06:37:28,2025-06-14 18:32:51
930,38,d237f7a5-889b-4d82-ba71-5a182faddcfb,186,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2025-09-30 21:54:16,2025-10-07 06:32:07
1719,20,470e881c-26f1-4872-8ce1-f347784a6267,1317,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2024-11-15 16:38:31,2025-08-17 21:56:10
899,16,5d95432f-fd4f-4afe-a9b4-c848100d686f,,Cầu thủ yêu thích của mọi người là ai?,2024-06-15 21:18:46,2025-08-08 00:30:28
860,44,8243517e-bd6d-4c37-85ca-7ab9e2cbf7f3,544,"Mình không nghĩ vậy, @chi.vu70. Phong độ của họ khá thất thường.",2023-08-08 16:10:31,2024-02-26 03:21:40
1782,14,c3b6ca30-981d-4d63-b9e6-bebe433bb0c1,1468,"@cuong.nguyen87 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-10-09 21:21:06,2025-10-11 18:56:53
974,9,c1788a35-25d3-489c-a121-2a0c0cea43aa,299,"@an.pham92, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-09-25 09:48:08,2025-09-30 06:01:18
431,41,74634cae-680b-4d85-bab8-9a9062fc4ee0,,Hè này nên đi biển nào đẹp mà vắng người nhỉ?,2022-03-09 08:49:04,2024-01-03 15:31:38
355,1,2ce01aad-5a0e-481d-b48c-382fe9a44381,92,Hoàn toàn đồng ý với @linh.nguyen73. Tiềm năng của AI là vô hạn.,2025-07-03 01:56:07,2025-07-14 09:48:08
1200,42,54f99967-b1e7-4381-a84b-b371f4dca18b,286,"Mình vừa cập nhật xong, có vẻ mượt hơn nhưng hơi nóng máy.",2025-08-01 17:23:59,
1878,45,5faa0c5e-ef10-4b57-9a7d-9e2d69316dd5,1081,"Mình nghĩ ngược lại, đây là cơ hội tốt để bắt đáy một số mã tiềm năng.",2025-05-16 03:15:06,2025-10-02 13:27:16
364,3,fc164408-145d-450e-84f6-df51ec926eca,,"Có ai có kinh nghiệm đầu tư vàng không, chia sẻ cho mình với!",2025-04-10 00:47:05,2025-05-29 05:34:32
1643,38,8dc985de-9394-4139-9ad1-37987eaf5e6a,,Lãi suất tiết kiệm dạo này có vẻ không hấp dẫn lắm.,2022-12-11 23:10:32,
1414,37,84b8c629-f1f2-412f-8c6f-a868ac314122,,Mẫu điện thoại mới ra mắt có đáng tiền không?,2021-06-13 16:21:12,2024-03-03 14:23:14
1686,32,9fd87b6b-e1d6-4866-80a8-81acf6f4f257,1245,"Tôi đồng ý với @ngoc.dang72, giai đoạn này nên cẩn trọng.",2025-09-25 14:10:34,2025-10-08 20:58:39
136,24,730bb91f-fe34-432c-b167-8db8a48c8e7d,,Mọi người nghĩ sao về thị trường chứng khoán tuần tới?,2022-01-26 15:00:40,2024-08-24 16:54:45
976,2,c1788a35-25d3-489c-a121-2a0c0cea43aa,808,"@minh.vu25 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-06-20 13:06:05,2025-09-08 17:58:06
794,5,ad430d70-4140-4b24-a017-69775e91dccb,590,"@quan.ho94 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2022-11-26 17:20:08,2023-10-29 21:51:01
1761,46,2a134a47-bcc3-42af-bb1a-3b35b483bcaa,668,"Mình không nghĩ vậy, @thang.duong74. Phong độ của họ khá thất thường.",2025-04-29 10:25:13,2025-07-01 20:17:06
426,47,010eff4b-ca48-4e8f-9eac-1145aae6b35a,,AI đang thay đổi thế giới nhanh hơn chúng ta tưởng.,2023-11-21 09:19:29,2024-08-14 23:39:12
732,31,6d0ff78f-d123-4e4d-8ad9-f561b7c2bfa1,693,"Mình cũng từng đến đó, cảnh đẹp thực sự nhưng dịch vụ chưa tốt lắm.",2024-06-18 20:09:07,2024-11-20 11:52:31
1736,6,a1b3e507-127b-4966-931e-49e72a9fd248,840,"Cảm ơn gợi ý của @hieu.dang14, mình sẽ cân nhắc địa điểm này.",2025-09-28 20:31:29,2025-10-08 01:24:28
1821,16,0fbb0e48-77cc-40c0-8a7f-3bc6dcebd879,806,"Mình cũng từng đến đó, cảnh đẹp thực sự nhưng dịch vụ chưa tốt lắm.",2025-09-30 19:03:48,
1262,36,67110453-c058-44ab-9f08-5c921b596755,967,Bạn @thanh.dang25 có thể chia sẻ thêm về chi phí được không?,2025-10-08 07:01:19,
447,10,9ea02c82-0222-47b0-b7e8-1685eaf1a7d7,289,"@an.huynh11, siêu phẩm của cầu thủ đó đúng là không thể tin được!",2025-10-08 08:17:53,2025-10-12 12:29:55
1183,47,c989f043-1fda-49c3-80df-f91cbb2c9778,,AI đang thay đổi thế giới nhanh hơn chúng ta tưởng.,2023-01-30 08:39:26,2024-02-05 05:51:25
1930,21,4932a133-4308-4b70-94a3-42ffe287bb72,605,Chính xác! Lối chơi của đội bóng này quá thuyết phục.,2025-08-22 04:17:00,
1232,49,97f9eaea-801b-44c2-99d2-119882ed170a,450,"@thao.tran88 nói có lý, đa dạng hóa danh mục là chiến lược an toàn nhất.",2025-01-22 01:53:20,2025-05-07 02:27:53
1279,29,fa374107-8ef3-4371-94d5-29decd2b8e52,,Cổ phiếu ngành công nghệ đang dẫn dắt thị trường.,2025-04-26 06:19:40,2025-06-09 22:16:45
747,3,4a94fc33-9f2a-4411-946b-36e55744c86a,,Hệ điều hành mới cập nhật có lỗi gì không mọi người?,2021-04-17 23:11:43,
